

1000 atoms

1 atom types

0 42 xlo xhi
0 42 ylo yhi
0 42 zlo zhi

Masses

1 40

Atoms

1      1      16.0902       32.1606          29.0371 
2      1      27.1777       10.255           2.08764 
3      1      16.0367       27.2413          35.8254 
4      1      13.1077       36.6897          31.5703 
5      1      0.843543      7.55603          33.6186 
6      1      22.0839       1.13943          7.65002 
7      1      24.7137       10.9428          28.5165 
8      1      20.8644       11.023           24.7328 
9      1      12.2102       22.543           15.1457 
10     1      26.7909       20.5275          18.7275 
11     1      31.1001       0.573074         5.63475 
12     1      18.1617       22.8495          35.6281 
13     1      5.70304       1.52942          3.2142  
14     1      39.2031       22.6001          4.80776 
15     1      38.5813       15.4756          26.9109 
16     1      4.00761       25.8595          22.1601 
17     1      27.3532       20.5865          2.19216 
18     1      37.1694       33.5456          25.6793 
19     1      36.8824       18.2778          9.97988 
20     1      7.68621       31.1459          22.4301 
21     1      36.4539       33.1611          6.33174 
22     1      19.6709       24.6746          26.3577 
23     1      10.6638       14.1831          29.8408 
24     1      12.5809       26.1024          0.198312
25     1      12.0381       16.7028          22.7231 
26     1      32.3032       8.62638          21.7327 
27     1      14.6721       7.11799          18.1727 
28     1      11.7479       39.6277          0.22766 
29     1      15.2421       6.51989          24.82   
30     1      38.1103       20.0349          23.4651 
31     1      1.22031       0.796645         27.5999 
32     1      25.2551       17.8681          21.7239 
33     1      5.46504       15.8468          27.8372 
34     1      10.2718       13.0473          28.4605 
35     1      2.79122       8.5703           3.55094 
36     1      22.0532       38.659           26.9114 
37     1      35.163        7.77814          15.7884 
38     1      31.4622       15.5025          13.8849 
39     1      26.1411       39.6236          3.3452  
40     1      18.4817       21.7514          31.0001 
41     1      36.7131       22.4548          4.58091 
42     1      31.9665       37.2891          13.96   
43     1      31.1035       22.8195          37.0828 
44     1      10.932        9.32121          3.1777  
45     1      21.8343       17.4515          26.3849 
46     1      38.6356       14.4249          8.56851 
47     1      35.1064       36.4552          39.182  
48     1      31.144        10.3804          7.17974 
49     1      1.14462       4.16717          3.58779 
50     1      27.2489       1.52831          7.08365 
51     1      25.6593       4.10378          3.48017 
52     1      16.3507       14.1631          25.7728 
53     1      7.08204       30.5332          34.2417 
54     1      18.7541       30.9452          23.9341 
55     1      34.9312       37.5076          15.0594 
56     1      5.60273       29.3691          18.6305 
57     1      38.2131       30.7836          4.40089 
58     1      36.0626       6.3868           8.65463 
59     1      37.8432       9.65893          31.506  
60     1      27.4694       24.8916          39.7063 
61     1      17.5624       10.4182          36.327  
62     1      33.8875       4.16944          6.14124 
63     1      10.9682       17.0241          3.65197 
64     1      37.4249       22.2256          2.18891 
65     1      23.6146       12.01            12.8283 
66     1      19.6618       35.6105          4.57633 
67     1      35.4192       38.6048          35.6531 
68     1      25.6352       19.8926          30.2296 
69     1      12.3244       34.4147          28.2194 
70     1      3.04341       38.9523          32.3723 
71     1      25.5464       9.54056          22.4931 
72     1      25.9283       31.8579          12.9464 
73     1      6.44413       33.1475          3.76063 
74     1      26.8439       35.8464          25.4497 
75     1      8.25289       37.5283          27.5081 
76     1      11.3366       0.60972          29.5276 
77     1      39.8008       27.4778          37.6139 
78     1      15.2968       37.0966          25.8854 
79     1      34.7461       18.8614          36.3027 
80     1      1.64903       17.2654          23.4296 
81     1      24.8132       16.4549          39.4867 
82     1      10.9976       37.9043          2.66824 
83     1      3.17572       1.66063          18.6636 
84     1      18.9198       13.2714          19.7264 
85     1      19.1501       24.6398          3.69113 
86     1      3.03352       6.05075          10.6204 
87     1      20.7231       11.4501          28.4825 
88     1      37.4385       39.7814          6.2183  
89     1      23.656        28.5125          35.7005 
90     1      29.7547       8.75594          20.6154 
91     1      14.9137       1.73682          17.8646 
92     1      8.18109       36.5434          17.0147 
93     1      25.9019       18.8494          33.4187 
94     1      5.08469       28.0854          36.2041 
95     1      16.519        9.166            0.196208
96     1      12.5726       10.1219          21.9689 
97     1      35.2572       7.78245          3.58236 
98     1      32.8469       30.9352          2.4144  
99     1      35.4075       19.7184          35.2387 
100    1      21.3251       35.2496          19.1859 
101    1      36.1389       19.2493          26.216  
102    1      13.7394       10.66            33.8112 
103    1      15.3549       7.60976          25.6446 
104    1      39.164        27.8197          29.8901 
105    1      35.7672       15.1929          26.2785 
106    1      4.55142       27.8216          5.6751  
107    1      24.5154       19.6237          2.58722 
108    1      31.7026       32.4012          37.1861 
109    1      23.3829       18.5138          13.4662 
110    1      20.424        31.5679          21.3189 
111    1      34.0244       38.616           19.0341 
112    1      6.31534       34.1744          2.24146 
113    1      35.2967       21.4794          32.6843 
114    1      23.05         9.77093          33.6822 
115    1      39.0072       10.019           15.0188 
116    1      14.9807       14.7938          16.9279 
117    1      7.88098       38.0372          18.494  
118    1      23.0665       12.6351          34.2891 
119    1      20.3657       12.3471          24.1244 
